"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2013-07-01 00:00","2013","07","01","00:00","‡","17.6","","14.7","","83","","34","","9","","24.1","","101.00","","","","","","NA"
"2013-07-01 01:00","2013","07","01","01:00","‡","17.2","","14.3","","83","","36","","6","","24.1","","101.01","","","","","","Mainly Clear"
"2013-07-01 02:00","2013","07","01","02:00","‡","17.2","","14.3","","83","","1","","8","","24.1","","101.02","","","","","","NA"
"2013-07-01 03:00","2013","07","01","03:00","‡","17.2","","14.1","","82","","2","","10","","24.1","","101.05","","","","","","NA"
"2013-07-01 04:00","2013","07","01","04:00","‡","16.3","","14.0","","86","","1","","7","","19.3","","101.12","","","","","","Mostly Cloudy"
"2013-07-01 05:00","2013","07","01","05:00","‡","17.0","","14.1","","83","","2","","14","","19.3","","101.19","","","","","","NA"
"2013-07-01 06:00","2013","07","01","06:00","‡","17.4","","14.0","","80","","2","","15","","19.3","","101.26","","","","","","NA"
"2013-07-01 07:00","2013","07","01","07:00","‡","18.6","","13.7","","73","","3","","20","","19.3","","101.29","","","","","","Mostly Cloudy"
"2013-07-01 08:00","2013","07","01","08:00","‡","19.0","","12.8","","67","","3","","18","","19.3","","101.34","","","","","","NA"
"2013-07-01 09:00","2013","07","01","09:00","‡","20.1","","12.7","","62","","3","","17","","19.3","","101.41","","","","","","NA"
"2013-07-01 10:00","2013","07","01","10:00","‡","20.6","","12.7","","60","","5","","19","","19.3","","101.44","","","","","","Cloudy"
"2013-07-01 11:00","2013","07","01","11:00","‡","21.3","","12.3","","56","","3","","19","","24.1","","101.46","","","","","","NA"
"2013-07-01 12:00","2013","07","01","12:00","‡","21.8","","11.4","","51","","3","","22","","24.1","","101.45","","","","","","NA"
"2013-07-01 13:00","2013","07","01","13:00","‡","22.3","","10.9","","48","","3","","19","","24.1","","101.44","","","","","","Cloudy"
"2013-07-01 14:00","2013","07","01","14:00","‡","23.3","","9.5","","41","","6","","24","","24.1","","101.43","","","","","","NA"
"2013-07-01 15:00","2013","07","01","15:00","‡","23.4","","11.3","","46","","5","","21","","24.1","","101.44","","25","","","","NA"
"2013-07-01 16:00","2013","07","01","16:00","‡","22.7","","10.7","","46","","3","","23","","24.1","","101.44","","","","","","Cloudy"
"2013-07-01 17:00","2013","07","01","17:00","‡","22.8","","10.4","","45","","5","","19","","24.1","","101.43","","","","","","NA"
"2013-07-01 18:00","2013","07","01","18:00","‡","22.4","","10.1","","45","","6","","17","","24.1","","101.46","","","","","","NA"
"2013-07-01 19:00","2013","07","01","19:00","‡","21.2","","9.3","","46","","5","","18","","24.1","","101.47","","","","","","Cloudy"
"2013-07-01 20:00","2013","07","01","20:00","‡","20.9","","8.3","","44","","5","","21","","16.1","","101.52","","","","","","NA"
"2013-07-01 21:00","2013","07","01","21:00","‡","20.6","","7.7","","43","","5","","22","","11.3","","101.57","","","","","","NA"
"2013-07-01 22:00","2013","07","01","22:00","‡","19.0","","9.9","","55","","6","","16","","9.7","","101.60","","","","","","Rain,Smoke"
"2013-07-01 23:00","2013","07","01","23:00","‡","17.8","","11.4","","66","","3","","22","","9.7","","101.55","","","","","","Rain,Smoke"
"2013-07-02 00:00","2013","07","02","00:00","‡","17.2","","10.2","","63","","2","","22","","8.1","","101.54","","","","","","Rain,Smoke"
"2013-07-02 01:00","2013","07","02","01:00","‡","16.9","","9.4","","61","","3","","22","","9.7","","101.56","","","","","","Smoke"
"2013-07-02 02:00","2013","07","02","02:00","‡","16.5","","8.3","","58","","2","","24","","9.7","","101.53","","","","","","Smoke"
"2013-07-02 03:00","2013","07","02","03:00","‡","16.5","","8.8","","60","","3","","22","","9.7","","101.50","","","","","","Smoke"
"2013-07-02 04:00","2013","07","02","04:00","‡","16.4","","9.4","","63","","3","","21","","9.7","","101.55","","","","","","Smoke"
"2013-07-02 05:00","2013","07","02","05:00","‡","16.5","","10.2","","66","","4","","17","","9.7","","101.56","","","","","","Smoke"
"2013-07-02 06:00","2013","07","02","06:00","‡","16.9","","10.8","","67","","5","","24","","8.1","","101.59","","","","","","Smoke"
"2013-07-02 07:00","2013","07","02","07:00","‡","16.4","","11.2","","71","","4","","22","","9.7","","101.62","","","","","","Smoke"
"2013-07-02 08:00","2013","07","02","08:00","‡","16.6","","11.6","","72","","4","","26","","8.1","","101.64","","","","","","Smoke"
"2013-07-02 09:00","2013","07","02","09:00","‡","17.4","","11.9","","70","","4","","24","","8.1","","101.61","","","","","","Haze"
"2013-07-02 10:00","2013","07","02","10:00","‡","18.5","","13.2","","71","","4","","26","","8.1","","101.64","","","","","","Haze"
"2013-07-02 11:00","2013","07","02","11:00","‡","19.3","","14.0","","71","","5","","16","","8.1","","101.65","","","","","","Haze"
"2013-07-02 12:00","2013","07","02","12:00","‡","20.8","","15.4","","71","","4","","24","","9.7","","101.59","","25","","","","Haze"
"2013-07-02 13:00","2013","07","02","13:00","‡","20.7","","16.2","","75","","5","","20","","9.7","","101.60","","25","","","","Haze"
"2013-07-02 14:00","2013","07","02","14:00","‡","20.1","","15.8","","76","","4","","27","","9.7","","101.58","","25","","","","Haze"
"2013-07-02 15:00","2013","07","02","15:00","‡","20.4","","16.3","","77","","4","","19","","9.7","","101.54","","25","","","","Haze"
"2013-07-02 16:00","2013","07","02","16:00","‡","20.4","","16.3","","77","","3","","22","","9.7","","101.52","","25","","","","Haze"
"2013-07-02 17:00","2013","07","02","17:00","‡","20.4","","16.1","","76","","4","","19","","9.7","","101.51","","25","","","","Haze"
"2013-07-02 18:00","2013","07","02","18:00","‡","19.9","","16.2","","79","","3","","15","","11.3","","101.56","","","","","","NA"
"2013-07-02 19:00","2013","07","02","19:00","‡","18.9","","16.2","","84","","2","","17","","9.7","","101.54","","","","","","Rain Showers,Fog"
"2013-07-02 20:00","2013","07","02","20:00","‡","18.6","","16.3","","86","","2","","15","","11.3","","101.53","","","","","","NA"
"2013-07-02 21:00","2013","07","02","21:00","‡","18.4","","16.2","","87","","3","","13","","12.9","","101.58","","","","","","NA"
"2013-07-02 22:00","2013","07","02","22:00","‡","18.0","","15.3","","84","","2","","14","","14.5","","101.55","","","","","","Cloudy"
"2013-07-02 23:00","2013","07","02","23:00","‡","17.8","","15.3","","85","","2","","9","","12.9","","101.55","","","","","","NA"
"2013-07-03 00:00","2013","07","03","00:00","‡","17.6","","15.1","","85","","2","","9","","11.3","","101.52","","","","","","NA"
"2013-07-03 01:00","2013","07","03","01:00","‡","17.5","","14.6","","83","","36","","12","","12.9","","101.52","","","","","","Cloudy"
"2013-07-03 02:00","2013","07","03","02:00","‡","17.3","","14.6","","84","","3","","10","","12.9","","101.50","","","","","","NA"
"2013-07-03 03:00","2013","07","03","03:00","‡","17.2","","14.7","","85","","2","","13","","16.1","","101.51","","","","","","NA"
"2013-07-03 04:00","2013","07","03","04:00","‡","17.3","","14.8","","85","","2","","9","","16.1","","101.54","","","","","","Cloudy"
"2013-07-03 05:00","2013","07","03","05:00","‡","17.5","","14.8","","84","","2","","11","","12.9","","101.59","","","","","","NA"
