"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2013-09-01 00:00","2013","09","01","00:00","‡","20.2","","18.4","","89","","35","","4","","24.1","","100.54","","27","","","","NA"
"2013-09-01 01:00","2013","09","01","01:00","‡","20.2","","18.4","","89","","36","","5","","24.1","","100.48","","27","","","","Mainly Clear"
"2013-09-01 02:00","2013","09","01","02:00","‡","19.0","","18.0","","94","","32","","9","","24.1","","100.52","","","","","","NA"
"2013-09-01 03:00","2013","09","01","03:00","‡","19.2","","18.1","","93","","34","","3","","24.1","","100.53","","","","","","NA"
"2013-09-01 04:00","2013","09","01","04:00","‡","19.4","","17.9","","91","","34","","2","","24.1","","100.59","","","","","","Mostly Cloudy"
"2013-09-01 05:00","2013","09","01","05:00","‡","18.5","","16.3","","87","","2","","4","","24.1","","100.70","","","","","","NA"
"2013-09-01 06:00","2013","09","01","06:00","‡","18.1","","15.6","","85","","3","","14","","24.1","","100.71","","","","","","NA"
"2013-09-01 07:00","2013","09","01","07:00","‡","19.3","","15.8","","80","","4","","13","","24.1","","100.74","","","","","","Mainly Clear"
"2013-09-01 08:00","2013","09","01","08:00","‡","20.6","","15.7","","73","","3","","13","","24.1","","100.78","","25","","","","NA"
"2013-09-01 09:00","2013","09","01","09:00","‡","21.9","","15.4","","66","","4","","9","","24.1","","100.81","","26","","","","NA"
"2013-09-01 10:00","2013","09","01","10:00","‡","23.3","","14.7","","58","","36","","5","","24.1","","100.78","","27","","","","Mainly Clear"
"2013-09-01 11:00","2013","09","01","11:00","‡","24.1","","14.9","","56","","35","","7","","24.1","","100.79","","28","","","","NA"
"2013-09-01 12:00","2013","09","01","12:00","‡","25.1","","14.7","","52","","1","","6","","24.1","","100.77","","29","","","","NA"
"2013-09-01 13:00","2013","09","01","13:00","‡","26.0","","14.3","","48","","8","","15","","24.1","","100.75","","30","","","","Mostly Cloudy"
"2013-09-01 14:00","2013","09","01","14:00","‡","26.1","","15.1","","50","","8","","8","","24.1","","100.69","","30","","","","NA"
"2013-09-01 15:00","2013","09","01","15:00","‡","26.4","","16.2","","53","","6","","10","","24.1","","100.65","","31","","","","NA"
"2013-09-01 16:00","2013","09","01","16:00","‡","26.1","","16.0","","53","","6","","13","","48.3","","100.65","","31","","","","Mostly Cloudy"
"2013-09-01 17:00","2013","09","01","17:00","‡","25.1","","16.4","","58","","5","","19","","48.3","","100.64","","30","","","","NA"
"2013-09-01 18:00","2013","09","01","18:00","‡","23.9","","16.1","","61","","5","","19","","48.3","","100.62","","29","","","","NA"
"2013-09-01 19:00","2013","09","01","19:00","‡","22.7","","16.6","","68","","5","","18","","24.1","","100.65","","28","","","","Mainly Clear"
"2013-09-01 20:00","2013","09","01","20:00","‡","22.9","","17.5","","71","","5","","20","","24.1","","100.67","","29","","","","NA"
"2013-09-01 21:00","2013","09","01","21:00","‡","21.9","","16.9","","73","","5","","19","","24.1","","100.64","","27","","","","NA"
"2013-09-01 22:00","2013","09","01","22:00","‡","20.6","","16.1","","75","","4","","21","","24.1","","100.65","","25","","","","Mainly Clear"
"2013-09-01 23:00","2013","09","01","23:00","‡","19.6","","15.5","","77","","4","","23","","24.1","","100.54","","","","","","NA"
"2013-09-02 00:00","2013","09","02","00:00","‡","18.9","","14.6","","76","","3","","27","","24.1","","100.58","","","","","","NA"
"2013-09-02 01:00","2013","09","02","01:00","‡","18.0","","13.8","","76","","3","","20","","24.1","","100.55","","","","","","Mostly Cloudy"
"2013-09-02 02:00","2013","09","02","02:00","‡","17.4","","14.0","","80","","2","","18","","24.1","","100.47","","","","","","NA"
"2013-09-02 03:00","2013","09","02","03:00","‡","16.9","","13.7","","81","","1","","21","","24.1","","100.41","","","","","","NA"
"2013-09-02 04:00","2013","09","02","04:00","‡","16.9","","13.7","","81","","1","","20","","24.1","","100.41","","","","","","Cloudy"
"2013-09-02 05:00","2013","09","02","05:00","‡","17.0","","14.3","","84","","1","","15","","16.1","","100.42","","","","","","Thunderstorms,Rain Showers"
"2013-09-02 06:00","2013","09","02","06:00","‡","15.8","","15.2","","96","","2","","20","","16.1","","100.35","","","","","","Thunderstorms,Rain Showers"
"2013-09-02 07:00","2013","09","02","07:00","‡","16.6","","15.8","","95","","34","","8","","19.3","","100.42","","","","","","Rain Showers"
"2013-09-02 08:00","2013","09","02","08:00","‡","16.5","","15.7","","95","","2","","15","","19.3","","100.40","","","","","","NA"
"2013-09-02 09:00","2013","09","02","09:00","‡","17.5","","16.2","","92","","3","","19","","24.1","","100.40","","","","","","NA"
"2013-09-02 10:00","2013","09","02","10:00","‡","19.4","","17.4","","88","","3","","15","","19.3","","100.37","","","","","","Cloudy"
"2013-09-02 11:00","2013","09","02","11:00","‡","20.0","","18.0","","88","","3","","12","","19.3","","100.33","","26","","","","NA"
"2013-09-02 12:00","2013","09","02","12:00","‡","20.2","","17.6","","85","","2","","11","","19.3","","100.30","","26","","","","NA"
"2013-09-02 13:00","2013","09","02","13:00","‡","20.9","","18.1","","84","","1","","9","","19.3","","100.25","","27","","","","Cloudy"
"2013-09-02 14:00","2013","09","02","14:00","‡","21.6","","18.3","","81","","3","","4","","19.3","","100.19","","28","","","","NA"
"2013-09-02 15:00","2013","09","02","15:00","‡","22.5","","18.9","","80","","36","","9","","19.3","","100.12","","29","","","","NA"
"2013-09-02 16:00","2013","09","02","16:00","‡","21.6","","19.0","","85","","4","","15","","19.3","","100.06","","28","","","","Cloudy"
"2013-09-02 17:00","2013","09","02","17:00","‡","21.0","","18.6","","86","","2","","17","","16.1","","100.08","","27","","","","NA"
"2013-09-02 18:00","2013","09","02","18:00","‡","19.8","","18.7","","93","","34","","13","","16.1","","100.11","","","","","","Rain Showers"
"2013-09-02 19:00","2013","09","02","19:00","‡","18.9","","18.1","","95","","7","","13","","9.7","","100.11","","","","","","Thunderstorms,Rain Showers"
"2013-09-02 20:00","2013","09","02","20:00","‡","18.9","","17.6","","92","","8","","6","","16.1","","100.01","","","","","","Rain Showers"
"2013-09-02 21:00","2013","09","02","21:00","‡","18.4","","17.3","","93","","10","","4","","24.1","","100.07","","","","","","NA"
"2013-09-02 22:00","2013","09","02","22:00","‡","18.7","","17.7","","94","","11","","6","","19.3","","100.09","","","","","","Cloudy"
"2013-09-02 23:00","2013","09","02","23:00","‡","18.0","","17.0","","94","","13","","6","","19.3","","100.10","","","","","","NA"
"2013-09-03 00:00","2013","09","03","00:00","‡","18.6","","17.6","","94","","13","","11","","12.9","","100.07","","","","","","Drizzle"
"2013-09-03 01:00","2013","09","03","01:00","‡","18.5","","17.7","","95","","18","","11","","19.3","","100.05","","","","","","Mostly Cloudy"
"2013-09-03 02:00","2013","09","03","02:00","‡","19.3","","18.2","","93","","23","","18","","16.1","","100.06","","","","","","NA"
"2013-09-03 03:00","2013","09","03","03:00","‡","17.8","","16.0","","89","","23","","18","","24.1","","100.09","","","","","","NA"
"2013-09-03 04:00","2013","09","03","04:00","‡","17.4","","15.4","","88","","24","","33","","24.1","","100.12","","","","","","Mainly Clear"
"2013-09-03 05:00","2013","09","03","05:00","‡","16.8","","14.8","","88","","23","","23","","24.1","","100.17","","","","","","NA"
"2013-09-03 06:00","2013","09","03","06:00","‡","16.5","","14.2","","86","","24","","20","","24.1","","100.23","","","","","","NA"
"2013-09-03 07:00","2013","09","03","07:00","‡","16.9","","13.9","","82","","23","","22","","24.1","","100.28","","","","","","Mostly Cloudy"
"2013-09-03 08:00","2013","09","03","08:00","‡","17.2","","14.7","","85","","22","","23","","48.3","","100.32","","","","","","NA"
"2013-09-03 09:00","2013","09","03","09:00","‡","18.2","","14.6","","79","","21","","20","","48.3","","100.30","","","","","","NA"
"2013-09-03 10:00","2013","09","03","10:00","‡","18.8","","14.3","","75","","23","","26","","48.3","","100.28","","","","","","Mostly Cloudy"
"2013-09-03 11:00","2013","09","03","11:00","‡","19.7","","14.2","","70","","23","","23","","48.3","","100.25","","","","","","NA"
"2013-09-03 12:00","2013","09","03","12:00","‡","20.8","","14.1","","65","","22","","27","","48.3","","100.23","","","","","","NA"
"2013-09-03 13:00","2013","09","03","13:00","‡","20.5","","14.0","","66","","22","","23","","48.3","","100.20","","","","","","Cloudy"
"2013-09-03 14:00","2013","09","03","14:00","‡","20.5","","14.7","","69","","21","","22","","48.3","","100.17","","","","","","NA"
"2013-09-03 15:00","2013","09","03","15:00","‡","21.7","","14.0","","61","","23","","30","","48.3","","100.15","","25","","","","NA"
"2013-09-03 16:00","2013","09","03","16:00","‡","20.9","","14.6","","67","","25","","26","","48.3","","100.17","","25","","","","Mostly Cloudy"
"2013-09-03 17:00","2013","09","03","17:00","‡","20.7","","14.9","","69","","24","","22","","48.3","","100.19","","25","","","","NA"
"2013-09-03 18:00","2013","09","03","18:00","‡","20.1","","14.3","","69","","26","","21","","48.3","","100.23","","","","","","NA"
"2013-09-03 19:00","2013","09","03","19:00","‡","18.3","","14.7","","79","","27","","19","","24.1","","100.28","","","","","","Mostly Cloudy"
"2013-09-03 20:00","2013","09","03","20:00","‡","18.1","","13.9","","76","","25","","25","","24.1","","100.34","","","","","","NA"
"2013-09-03 21:00","2013","09","03","21:00","‡","17.2","","13.8","","80","","24","","24","","24.1","","100.38","","","","","","NA"
"2013-09-03 22:00","2013","09","03","22:00","‡","17.6","","14.0","","79","","25","","22","","24.1","","100.39","","","","","","Mostly Cloudy"
"2013-09-03 23:00","2013","09","03","23:00","‡","16.8","","13.8","","82","","25","","20","","24.1","","100.38","","","","","","NA"
"2013-09-04 00:00","2013","09","04","00:00","‡","16.0","","13.5","","85","","24","","15","","24.1","","100.46","","","","","","NA"
"2013-09-04 01:00","2013","09","04","01:00","‡","16.1","","13.6","","85","","24","","21","","24.1","","100.46","","","","","","Clear"
"2013-09-04 02:00","2013","09","04","02:00","‡","16.1","","13.4","","84","","24","","23","","24.1","","100.45","","","","","","NA"
"2013-09-04 03:00","2013","09","04","03:00","‡","15.4","","13.3","","87","","24","","20","","24.1","","100.46","","","","","","NA"
"2013-09-04 04:00","2013","09","04","04:00","‡","14.7","","13.1","","90","","23","","18","","24.1","","100.47","","","","","","Clear"
"2013-09-04 05:00","2013","09","04","05:00","‡","14.6","","12.5","","87","","23","","20","","24.1","","100.46","","","","","","NA"
