"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2013-03-01 00:00","2013","03","01","00:00","‡","-0.3","","-2.1","","88","","2","","21","","24.1","","100.03","","","","-6","","NA"
"2013-03-01 01:00","2013","03","01","01:00","‡","-0.4","","-2.3","","87","","36","","20","","24.1","","100.06","","","","-6","","Snow"
"2013-03-01 02:00","2013","03","01","02:00","‡","-0.6","","-1.9","","91","","1","","18","","8.1","","100.05","","","","-6","","Snow"
"2013-03-01 03:00","2013","03","01","03:00","‡","-0.6","","-2.2","","89","","1","","14","","16.1","","100.07","","","","-5","","NA"
"2013-03-01 04:00","2013","03","01","04:00","‡","-0.7","","-2.0","","91","","2","","13","","12.9","","100.11","","","","-5","","Snow"
"2013-03-01 05:00","2013","03","01","05:00","‡","-1.1","","-1.9","","94","","30","","6","","24.1","","100.12","","","","-3","","Snow"
"2013-03-01 06:00","2013","03","01","06:00","‡","-0.9","","-1.5","","96","","29","","9","","4.8","","100.16","","","","-4","","Snow"
"2013-03-01 07:00","2013","03","01","07:00","‡","-0.7","","-1.1","","97","","28","","10","","2.4","","100.20","","","","-4","","Snow"
"2013-03-01 08:00","2013","03","01","08:00","‡","-0.4","","-1.1","","95","","34","","10","","4.8","","100.25","","","","-4","","Snow"
"2013-03-01 09:00","2013","03","01","09:00","‡","-0.3","","-2.2","","87","","3","","17","","16.1","","100.27","","","","-5","","NA"
"2013-03-01 10:00","2013","03","01","10:00","‡","0.0","","-2.4","","84","","3","","20","","24.1","","100.30","","","","-5","","Mostly Cloudy"
"2013-03-01 11:00","2013","03","01","11:00","‡","0.8","","-2.6","","78","","3","","21","","24.1","","100.31","","","","","","NA"
"2013-03-01 12:00","2013","03","01","12:00","‡","1.2","","-2.6","","76","","1","","17","","24.1","","100.34","","","","","","NA"
"2013-03-01 13:00","2013","03","01","13:00","‡","0.9","","-2.9","","76","","2","","22","","24.1","","100.35","","","","","","Cloudy"
"2013-03-01 14:00","2013","03","01","14:00","‡","0.8","","-3.1","","75","","2","","21","","9.7","","100.35","","","","","","Snow"
"2013-03-01 15:00","2013","03","01","15:00","‡","0.7","","-2.7","","78","","1","","22","","11.3","","100.39","","","","","","Snow"
"2013-03-01 16:00","2013","03","01","16:00","‡","0.6","","-3.0","","77","","1","","21","","19.3","","100.41","","","","","","Snow"
"2013-03-01 17:00","2013","03","01","17:00","‡","0.6","","-3.0","","77","","1","","18","","12.9","","100.45","","","","","","Snow"
"2013-03-01 18:00","2013","03","01","18:00","‡","0.1","","-2.3","","84","","2","","15","","12.9","","100.51","","","","","","Snow"
"2013-03-01 19:00","2013","03","01","19:00","‡","-0.1","","-2.0","","87","","35","","6","","9.7","","100.53","","","","-2","","Snow"
"2013-03-01 20:00","2013","03","01","20:00","‡","-0.4","","-1.5","","92","","27","","7","","8.1","","100.53","","","","-3","","Snow"
"2013-03-01 21:00","2013","03","01","21:00","‡","-0.6","","-1.3","","95","","30","","10","","4.8","","100.53","","","","-4","","Snow"
"2013-03-01 22:00","2013","03","01","22:00","‡","-0.5","","-1.4","","94","","32","","15","","6.4","","100.52","","","","-5","","Snow"
"2013-03-01 23:00","2013","03","01","23:00","‡","-0.7","","-1.4","","95","","29","","9","","8.1","","100.50","","","","-4","","Snow"
"2013-03-02 00:00","2013","03","02","00:00","‡","-0.7","","-1.4","","95","","32","","9","","6.4","","100.48","","","","-4","","Snow"
