"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2008-09-01 00:00","2008","09","01","00:00"," ","16.6","","11.7","","73","","32","","9","","25.0","","101.71","","","","","","Clear"
"2008-09-01 01:00","2008","09","01","01:00"," ","16.5","","11.6","","73","","34","","7","","25.0","","101.74","","","","","","Clear"
"2008-09-01 02:00","2008","09","01","02:00"," ","15.6","","11.2","","75","","34","","6","","25.0","","101.77","","","","","","Clear"
"2008-09-01 03:00","2008","09","01","03:00"," ","15.3","","11.0","","76","","","","0","","25.0","","101.76","","","","","","Clear"
"2008-09-01 04:00","2008","09","01","04:00"," ","13.1","","10.5","","84","","","","0","","25.0","","101.79","","","","","","Clear"
"2008-09-01 05:00","2008","09","01","05:00"," ","14.4","","11.2","","81","","33","","6","","25.0","","101.84","","","","","","Clear"
"2008-09-01 06:00","2008","09","01","06:00"," ","15.7","","11.4","","76","","","","0","","48.3","","101.91","","","","","","Clear"
"2008-09-01 07:00","2008","09","01","07:00"," ","16.8","","13.7","","82","","24","","9","","48.3","","101.93","","","","","","Clear"
"2008-09-01 08:00","2008","09","01","08:00"," ","18.9","","14.3","","75","","33","","4","","48.3","","101.92","","","","","","Clear"
"2008-09-01 09:00","2008","09","01","09:00"," ","21.5","","13.9","","62","","29","","4","","48.3","","101.91","","25","","","","Clear"
