"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2009-07-01 00:00","2009","07","01","00:00"," ","17.8","","15.8","","88","","11","","13","","25.0","","100.05","","","","","","Rain Showers"
"2009-07-01 01:00","2009","07","01","01:00"," ","17.9","","15.8","","88","","11","","9","","25.0","","100.10","","","","","","Rain"
"2009-07-01 02:00","2009","07","01","02:00"," ","17.8","","15.4","","86","","9","","13","","19.3","","100.10","","","","","","Rain"
"2009-07-01 03:00","2009","07","01","03:00"," ","17.8","","15.3","","85","","10","","13","","25.0","","100.09","","","","","","Mostly Cloudy"
"2009-07-01 04:00","2009","07","01","04:00"," ","17.5","","15.3","","87","","10","","11","","24.1","","100.13","","","","","","Mainly Clear"
"2009-07-01 05:00","2009","07","01","05:00"," ","17.5","","15.1","","86","","11","","11","","24.1","","100.17","","","","","","Mainly Clear"
"2009-07-01 06:00","2009","07","01","06:00"," ","18.2","","15.3","","83","","10","","11","","24.1","","100.21","","","","","","Mostly Cloudy"
"2009-07-01 07:00","2009","07","01","07:00"," ","18.9","","15.8","","82","","11","","13","","24.1","","100.26","","","","","","Mostly Cloudy"
"2009-07-01 08:00","2009","07","01","08:00"," ","19.6","","15.8","","79","","13","","15","","24.1","","100.27","","","","","","Mostly Cloudy"
"2009-07-01 09:00","2009","07","01","09:00"," ","21.5","","16.5","","73","","14","","20","","24.1","","100.30","","26","","","","Mostly Cloudy"
