"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2009-05-01 00:00","2009","05","01","00:00"," ","9.7","","6.5","","80","","14","","17","","16.1","","100.54","","","","","","Rain"
"2009-05-01 01:00","2009","05","01","01:00"," ","9.0","","7.3","","89","","15","","28","","25.0","","100.25","","","","","","Rain"
"2009-05-01 02:00","2009","05","01","02:00"," ","9.2","","7.5","","89","","16","","28","","16.1","","100.03","","","","","","Rain"
"2009-05-01 03:00","2009","05","01","03:00"," ","9.5","","8.1","","91","","16","","28","","16.1","","99.85","","","","","","Rain"
"2009-05-01 04:00","2009","05","01","04:00"," ","10.4","","9.0","","91","","16","","22","","16.1","","99.71","","","","","","Rain"
"2009-05-01 05:00","2009","05","01","05:00"," ","10.9","","9.8","","93","","16","","15","","4.8","","99.67","","","","","","Rain"
"2009-05-01 06:00","2009","05","01","06:00"," ","14.2","","12.6","","90","","22","","22","","12.9","","99.72","","","","","","Cloudy"
"2009-05-01 07:00","2009","05","01","07:00"," ","15.2","","12.9","","86","","23","","35","","11.3","","99.75","","","","","","Rain"
"2009-05-01 08:00","2009","05","01","08:00"," ","14.7","","13.0","","90","","23","","26","","4.0","","99.81","","","","","","Drizzle,Fog"
"2009-05-01 09:00","2009","05","01","09:00"," ","14.9","","12.9","","88","","22","","24","","19.3","","99.80","","","","","","Cloudy"
"2009-05-01 10:00","2009","05","01","10:00"," ","16.4","","13.0","","80","","22","","28","","24.1","","99.83","","","","","","Cloudy"
"2009-05-01 11:00","2009","05","01","11:00"," ","18.5","","13.2","","71","","23","","35","","24.1","","99.83","","","","","","Cloudy"
"2009-05-01 12:00","2009","05","01","12:00"," ","19.0","","12.6","","66","","23","","33","","24.1","","99.83","","","","","","Cloudy"
"2009-05-01 13:00","2009","05","01","13:00"," ","18.0","","12.2","","69","","23","","44","","24.1","","99.81","","","","","","Cloudy"
"2009-05-01 14:00","2009","05","01","14:00"," ","19.0","","12.4","","66","","23","","39","","24.1","","99.77","","","","","","Cloudy"
"2009-05-01 15:00","2009","05","01","15:00"," ","19.1","","12.2","","64","","23","","43","","24.1","","99.73","","","","","","Mostly Cloudy"
"2009-05-01 16:00","2009","05","01","16:00"," ","19.7","","10.7","","56","","23","","44","","24.1","","99.71","","","","","","Mainly Clear"
"2009-05-01 17:00","2009","05","01","17:00"," ","19.4","","10.5","","56","","23","","41","","24.1","","99.73","","","","","","Mostly Cloudy"
"2009-05-01 18:00","2009","05","01","18:00"," ","19.1","","6.3","","43","","25","","46","","24.1","","99.79","","","","","","Cloudy"
"2009-05-01 19:00","2009","05","01","19:00"," ","17.1","","5.2","","45","","27","","26","","25.0","","99.91","","","","","","Cloudy"
"2009-05-01 20:00","2009","05","01","20:00"," ","16.0","","4.3","","46","","28","","24","","25.0","","100.05","","","","","","Cloudy"
"2009-05-01 21:00","2009","05","01","21:00"," ","15.2","","4.4","","48","","24","","30","","25.0","","100.05","","","","","","Rain"
"2009-05-01 22:00","2009","05","01","22:00"," ","14.6","","3.4","","47","","24","","20","","25.0","","100.05","","","","","","Cloudy"
