"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2013-11-01 00:00","2013","11","01","00:00","‡","12.9","","12.1","","95","","15","","26","","9.7","","99.26","","","","","","Rain,Fog"
"2013-11-01 01:00","2013","11","01","01:00","‡","13.3","","12.4","","94","","15","","28","","8.1","","99.10","","","","","","Rain,Fog"
"2013-11-01 02:00","2013","11","01","02:00","‡","13.5","","12.7","","95","","15","","23","","9.7","","98.94","","","","","","Rain,Fog"
"2013-11-01 03:00","2013","11","01","03:00","‡","13.8","","13.2","","96","","15","","23","","8.1","","98.76","","","","","","Rain,Fog"
"2013-11-01 04:00","2013","11","01","04:00","‡","14.2","","13.6","","96","","16","","23","","8.1","","98.62","","","","","","Rain,Fog"
"2013-11-01 05:00","2013","11","01","05:00","‡","14.4","","13.6","","95","","16","","27","","8.1","","98.53","","","","","","Rain,Fog"
"2013-11-01 06:00","2013","11","01","06:00","‡","14.5","","13.7","","95","","15","","28","","12.9","","98.40","","","","","","Rain"
"2013-11-01 07:00","2013","11","01","07:00","‡","14.7","","13.8","","94","","16","","22","","24.1","","98.32","","","","","","Cloudy"
"2013-11-01 08:00","2013","11","01","08:00","‡","15.8","","13.8","","88","","16","","22","","48.3","","98.30","","","","","","NA"
"2013-11-01 09:00","2013","11","01","09:00","‡","17.1","","13.7","","80","","18","","23","","24.1","","98.25","","","","","","NA"
