"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2013-10-01 00:00","2013","10","01","00:00","‡","14.6","","9.9","","73","","12","","5","","24.1","","101.04","","","","","","NA"
"2013-10-01 01:00","2013","10","01","01:00","‡","15.1","","9.5","","69","","14","","3","","24.1","","101.04","","","","","","Mainly Clear"
"2013-10-01 02:00","2013","10","01","02:00","‡","12.6","","10.0","","84","","33","","4","","24.1","","101.03","","","","","","NA"
"2013-10-01 03:00","2013","10","01","03:00","‡","11.9","","10.5","","91","","5","","4","","24.1","","101.01","","","","","","NA"
"2013-10-01 04:00","2013","10","01","04:00","‡","12.9","","11.0","","88","","25","","3","","24.1","","101.05","","","","","","Mostly Cloudy"
"2013-10-01 05:00","2013","10","01","05:00","‡","13.8","","11.0","","83","","14","","1","","24.1","","101.04","","","","","","NA"
"2013-10-01 06:00","2013","10","01","06:00","‡","14.0","","11.4","","84","","21","","3","","24.1","","101.08","","","","","","NA"
"2013-10-01 07:00","2013","10","01","07:00","‡","14.7","","12.2","","85","","14","","11","","24.1","","101.08","","","","","","Mostly Cloudy"
"2013-10-01 08:00","2013","10","01","08:00","‡","15.8","","12.4","","80","","18","","10","","24.1","","101.08","","","","","","NA"
"2013-10-01 09:00","2013","10","01","09:00","‡","16.4","","12.2","","76","","22","","11","","24.1","","101.08","","","","","","NA"
"2013-10-01 10:00","2013","10","01","10:00","‡","18.0","","13.2","","73","","21","","10","","24.1","","101.04","","","","","","Mainly Clear"
"2013-10-01 11:00","2013","10","01","11:00","‡","20.1","","14.3","","69","","20","","14","","24.1","","100.97","","","","","","NA"
"2013-10-01 12:00","2013","10","01","12:00","‡","21.4","","15.3","","68","","21","","16","","24.1","","100.89","","26","","","","NA"
"2013-10-01 13:00","2013","10","01","13:00","‡","22.1","","15.8","","67","","20","","20","","24.1","","100.83","","27","","","","Mainly Clear"
"2013-10-01 14:00","2013","10","01","14:00","‡","23.0","","16.2","","65","","19","","15","","24.1","","100.77","","28","","","","NA"
"2013-10-01 15:00","2013","10","01","15:00","‡","23.0","","15.2","","61","","21","","21","","24.1","","100.71","","27","","","","NA"
"2013-10-01 16:00","2013","10","01","16:00","‡","22.5","","14.7","","61","","22","","21","","24.1","","100.68","","26","","","","Mainly Clear"
"2013-10-01 17:00","2013","10","01","17:00","‡","21.8","","13.8","","60","","23","","24","","24.1","","100.67","","25","","","","NA"
"2013-10-01 18:00","2013","10","01","18:00","‡","20.0","","13.3","","65","","24","","17","","24.1","","100.70","","","","","","NA"
"2013-10-01 19:00","2013","10","01","19:00","‡","19.5","","12.1","","62","","25","","23","","24.1","","100.71","","","","","","Clear"
"2013-10-01 20:00","2013","10","01","20:00","‡","18.4","","12.9","","70","","23","","18","","24.1","","100.70","","","","","","NA"
"2013-10-01 21:00","2013","10","01","21:00","‡","18.2","","13.4","","73","","22","","22","","24.1","","100.68","","","","","","NA"
"2013-10-01 22:00","2013","10","01","22:00","‡","17.2","","12.6","","74","","21","","16","","24.1","","100.65","","","","","","Mostly Cloudy"
"2013-10-01 23:00","2013","10","01","23:00","‡","16.7","","11.7","","72","","23","","18","","24.1","","100.62","","","","","","NA"
"2013-10-02 00:00","2013","10","02","00:00","‡","16.3","","11.9","","75","","23","","19","","24.1","","100.61","","","","","","NA"
"2013-10-02 01:00","2013","10","02","01:00","‡","16.2","","12.4","","78","","23","","17","","24.1","","100.55","","","","","","Mainly Clear"
"2013-10-02 02:00","2013","10","02","02:00","‡","16.1","","12.1","","77","","24","","11","","24.1","","100.53","","","","","","NA"
