"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2013-12-01 00:00","2013","12","01","00:00","‡","-7.2","","-9.5","","84","","36","","10","","24.1","","102.06","","","","-12","","NA"
"2013-12-01 01:00","2013","12","01","01:00","‡","-7.1","","-9.2","","85","","1","","10","","19.3","","102.02","","","","-12","","Cloudy"
"2013-12-01 02:00","2013","12","01","02:00","‡","-6.6","","-8.9","","84","","34","","7","","24.1","","101.99","","","","-10","","NA"
"2013-12-01 03:00","2013","12","01","03:00","‡","-6.6","","-9.0","","83","","1","","10","","24.1","","101.95","","","","-11","","NA"
"2013-12-01 04:00","2013","12","01","04:00","‡","-6.3","","-8.6","","84","","2","","7","","19.3","","101.88","","","","-10","","Snow"
"2013-12-01 05:00","2013","12","01","05:00","‡","-5.9","","-7.9","","86","","2","","10","","19.3","","101.84","","","","-10","","Snow"
"2013-12-01 06:00","2013","12","01","06:00","‡","-5.6","","-7.6","","86","","3","","8","","16.1","","101.80","","","","-9","","Snow"
"2013-12-01 07:00","2013","12","01","07:00","‡","-4.7","","-6.5","","87","","1","","10","","12.9","","101.81","","","","-9","","Snow"
"2013-12-01 08:00","2013","12","01","08:00","‡","-5.2","","-6.7","","89","","2","","8","","9.7","","101.80","","","","-9","","Snow"
"2013-12-01 09:00","2013","12","01","09:00","‡","-4.8","","-6.5","","88","","36","","9","","16.1","","101.81","","","","-9","","Snow"
"2013-12-01 10:00","2013","12","01","10:00","‡","-4.3","","-6.0","","88","","2","","11","","12.9","","101.78","","","","-9","","Snow"
"2013-12-01 11:00","2013","12","01","11:00","‡","-4.1","","-5.8","","88","","1","","13","","12.9","","101.74","","","","-9","","Snow"
"2013-12-01 12:00","2013","12","01","12:00","‡","-3.5","","-5.4","","87","","2","","13","","12.9","","101.68","","","","-8","","Snow"
"2013-12-01 13:00","2013","12","01","13:00","‡","-3.3","","-5.0","","88","","1","","16","","12.9","","101.63","","","","-9","","Snow"
"2013-12-01 14:00","2013","12","01","14:00","‡","-3.1","","-4.7","","89","","2","","15","","12.9","","101.58","","","","-8","","Snow"
