"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2010-12-01 00:00","2010","12","01","00:00"," ","6.7","","5.8","","94","","13","","30","","6.4","","101.15","","","","","","Rain,Fog"
"2010-12-01 01:00","2010","12","01","01:00"," ","6.9","","5.9","","93","","14","","28","","6.4","","101.11","","","","","","Rain,Fog"
"2010-12-01 02:00","2010","12","01","02:00"," ","7.0","","6.0","","93","","14","","30","","6.4","","101.09","","","","","","Rain,Fog"
"2010-12-01 03:00","2010","12","01","03:00"," ","6.9","","5.9","","93","","13","","33","","16.1","","100.95","","","","","","Rain"
"2010-12-01 04:00","2010","12","01","04:00"," ","7.5","","5.6","","88","","13","","32","","25.0","","100.84","","","","","","Cloudy"
"2010-12-01 05:00","2010","12","01","05:00"," ","7.6","","6.2","","91","","12","","28","","19.3","","100.75","","","","","","Rain"
"2010-12-01 06:00","2010","12","01","06:00"," ","7.8","","6.4","","91","","13","","28","","19.3","","100.68","","","","","","Rain"
"2010-12-01 07:00","2010","12","01","07:00"," ","8.4","","6.4","","87","","12","","32","","25.0","","100.58","","","","","","Rain"
"2010-12-01 08:00","2010","12","01","08:00"," ","8.6","","6.9","","89","","12","","24","","19.3","","100.49","","","","","","Rain"
"2010-12-01 09:00","2010","12","01","09:00"," ","9.1","","6.9","","86","","10","","15","","24.1","","100.44","","","","","","Rain"
"2010-12-01 10:00","2010","12","01","10:00"," ","9.6","","7.0","","84","","10","","9","","24.1","","100.33","","","","","","Rain"
"2010-12-01 11:00","2010","12","01","11:00"," ","9.8","","6.9","","82","","9","","17","","24.1","","100.17","","","","","","Rain"
"2010-12-01 12:00","2010","12","01","12:00"," ","10.5","","7.2","","80","","11","","26","","24.1","","99.88","","","","","","Rain"
"2010-12-01 13:00","2010","12","01","13:00"," ","11.6","","7.9","","78","","13","","24","","24.1","","99.65","","","","","","Cloudy"
"2010-12-01 14:00","2010","12","01","14:00"," ","12.4","","7.8","","73","","13","","39","","24.1","","99.50","","","","","","Rain"
"2010-12-01 15:00","2010","12","01","15:00"," ","12.1","","7.7","","74","","12","","32","","24.1","","99.30","","","","","","Cloudy"
"2010-12-01 16:00","2010","12","01","16:00"," ","10.1","","8.8","","92","","18","","20","","6.4","","99.56","","","","","","Rain,Fog"
"2010-12-01 17:00","2010","12","01","17:00"," ","6.5","","5.7","","95","","24","","26","","8.0","","99.75","","","","","","Rain,Fog"
"2010-12-01 18:00","2010","12","01","18:00"," ","4.4","","3.6","","95","","23","","28","","9.7","","99.87","","","","","","Rain,Fog"
"2010-12-01 19:00","2010","12","01","19:00"," ","2.6","","1.3","","91","","23","","41","","11.3","","100.00","","","","","","Rain"
"2010-12-01 20:00","2010","12","01","20:00"," ","0.8","","0.0","","94","","25","","20","","4.0","","100.08","","","","","","Snow"
"2010-12-01 21:00","2010","12","01","21:00"," ","1.0","","0.2","","94","","24","","19","","4.8","","100.19","","","","","","Snow"
"2010-12-01 22:00","2010","12","01","22:00"," ","2.2","","1.0","","92","","23","","17","","12.9","","100.20","","","","","","Rain,Snow"
"2010-12-01 23:00","2010","12","01","23:00"," ","2.5","","0.9","","89","","24","","19","","25.0","","100.29","","","","","","Cloudy"
"2010-12-02 00:00","2010","12","02","00:00"," ","2.4","","0.5","","87","","25","","26","","25.0","","100.32","","","","","","Cloudy"
"2010-12-02 01:00","2010","12","02","01:00"," ","2.3","","0.1","","85","","24","","26","","25.0","","100.39","","","","","","Snow"
