"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2009-02-01 00:00","2009","02","01","00:00"," ","-18.9","","-24.0","","64","","14","","9","","25.0","","100.90","","","","-25","","Mostly Cloudy"
"2009-02-01 01:00","2009","02","01","01:00"," ","-15.8","","-20.9","","65","","11","","13","","25.0","","100.77","","","","-23","","Cloudy"
"2009-02-01 02:00","2009","02","01","02:00"," ","-15.2","","-20.0","","67","","11","","11","","6.4","","100.72","","","","-22","","Snow"
"2009-02-01 03:00","2009","02","01","03:00"," ","-14.7","","-19.4","","67","","10","","13","","6.4","","100.62","","","","-22","","Snow"
"2009-02-01 04:00","2009","02","01","04:00"," ","-14.5","","-18.7","","70","","9","","13","","6.4","","100.50","","","","-22","","Snow"
"2009-02-01 05:00","2009","02","01","05:00"," ","-13.1","","-17.0","","72","","6","","9","","19.3","","100.48","","","","-19","","Snow"
"2009-02-01 06:00","2009","02","01","06:00"," ","-13.8","","-17.8","","72","","4","","17","","16.1","","100.40","","","","-22","","Snow"
"2009-02-01 07:00","2009","02","01","07:00"," ","-13.1","","-16.5","","76","","4","","15","","9.7","","100.33","","","","-21","","Snow"
"2009-02-01 08:00","2009","02","01","08:00"," ","-13.8","","-17.4","","74","","2","","17","","8.0","","100.25","","","","-22","","Snow"
"2009-02-01 09:00","2009","02","01","09:00"," ","-15.0","","-18.5","","75","","3","","19","","3.2","","100.23","","","","-24","","Snow"
