"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2011-05-01 00:00","2011","05","01","00:00"," ","9.5","","2.3","","61","","2","","4","","25.0","","102.07","","","","","","Clear"
"2011-05-01 01:00","2011","05","01","01:00"," ","8.8","","1.9","","62","","4","","13","","25.0","","102.10","","","","","","Clear"
"2011-05-01 02:00","2011","05","01","02:00"," ","7.7","","1.2","","63","","3","","13","","25.0","","102.12","","","","","","Clear"
"2011-05-01 03:00","2011","05","01","03:00"," ","6.7","","1.0","","67","","2","","13","","25.0","","102.19","","","","","","Clear"
"2011-05-01 04:00","2011","05","01","04:00"," ","5.5","","0.6","","71","","2","","15","","25.0","","102.22","","","","","","Clear"
"2011-05-01 05:00","2011","05","01","05:00"," ","5.3","","0.8","","73","","4","","13","","48.3","","102.22","","","","","","Clear"
"2011-05-01 06:00","2011","05","01","06:00"," ","7.2","","2.1","","70","","3","","9","","48.3","","102.26","","","","","","Mainly Clear"
"2011-05-01 07:00","2011","05","01","07:00"," ","10.3","","2.5","","58","","6","","9","","48.3","","102.28","","","","","","Clear"
"2011-05-01 08:00","2011","05","01","08:00"," ","12.7","","-1.0","","39","","8","","15","","48.3","","102.26","","","","","","Mainly Clear"
"2011-05-01 09:00","2011","05","01","09:00"," ","14.3","","-1.6","","33","","9","","19","","48.3","","102.24","","","","","","Mainly Clear"
"2011-05-01 10:00","2011","05","01","10:00"," ","15.2","","-1.9","","31","","10","","15","","48.3","","102.21","","","","","","Mainly Clear"
"2011-05-01 11:00","2011","05","01","11:00"," ","16.3","","-2.1","","28","","9","","19","","48.3","","102.12","","","","","","Mostly Cloudy"
"2011-05-01 12:00","2011","05","01","12:00"," ","17.5","","-0.4","","30","","7","","13","","48.3","","102.10","","","","","","Mostly Cloudy"
"2011-05-01 13:00","2011","05","01","13:00"," ","19.1","","-0.9","","26","","14","","15","","48.3","","102.01","","","","","","Mostly Cloudy"
"2011-05-01 14:00","2011","05","01","14:00"," ","19.2","","-4.8","","19","","11","","11","","48.3","","101.93","","","","","","Cloudy"
