"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2009-03-01 00:00","2009","03","01","00:00"," ","-12.3","","-19.6","","54","","4","","9","","25.0","","102.45","","","","-18","","Clear"
"2009-03-01 01:00","2009","03","01","01:00"," ","-12.8","","-19.0","","60","","3","","9","","25.0","","102.39","","","","-18","","Clear"
"2009-03-01 02:00","2009","03","01","02:00"," ","-13.0","","-18.9","","61","","3","","11","","25.0","","102.27","","","","-19","","Clear"
"2009-03-01 03:00","2009","03","01","03:00"," ","-12.2","","-18.9","","57","","6","","9","","25.0","","102.27","","","","-17","","Mainly Clear"
"2009-03-01 04:00","2009","03","01","04:00"," ","-12.3","","-20.8","","49","","6","","9","","25.0","","102.26","","","","-18","","Clear"
"2009-03-01 05:00","2009","03","01","05:00"," ","-15.2","","-19.7","","68","","34","","11","","25.0","","102.21","","","","-22","","Clear"
"2009-03-01 06:00","2009","03","01","06:00"," ","-16.3","","-20.5","","70","","1","","13","","25.0","","102.18","","","","-24","","Mainly Clear"
"2009-03-01 07:00","2009","03","01","07:00"," ","-16.6","","-21.1","","68","","2","","17","","48.3","","102.15","","","","-25","","Mainly Clear"
"2009-03-01 08:00","2009","03","01","08:00"," ","-15.6","","-20.6","","65","","4","","15","","48.3","","102.11","","","","-24","","Mainly Clear"
"2009-03-01 09:00","2009","03","01","09:00"," ","-14.0","","-19.2","","65","","3","","15","","48.3","","102.10","","","","-22","","Mainly Clear"
