"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2010-11-01 00:00","2010","11","01","00:00"," ","1.5","","-2.4","","75","","28","","17","","25.0","","101.63","","","","","","Mostly Cloudy"
"2010-11-01 01:00","2010","11","01","01:00"," ","1.5","","-2.0","","78","","28","","15","","25.0","","101.67","","","","","","Mostly Cloudy"
"2010-11-01 02:00","2010","11","01","02:00"," ","1.0","","-2.2","","79","","29","","15","","25.0","","101.72","","","","","","Mainly Clear"
"2010-11-01 03:00","2010","11","01","03:00"," ","1.4","","-1.9","","79","","30","","17","","25.0","","101.75","","","","","","Mostly Cloudy"
"2010-11-01 04:00","2010","11","01","04:00"," ","1.4","","-1.8","","79","","30","","13","","25.0","","101.84","","","","","","Mostly Cloudy"
"2010-11-01 05:00","2010","11","01","05:00"," ","1.3","","-1.9","","79","","29","","17","","25.0","","101.92","","","","","","Mostly Cloudy"
"2010-11-01 06:00","2010","11","01","06:00"," ","1.7","","-1.8","","78","","30","","17","","25.0","","101.99","","","","","","Mostly Cloudy"
"2010-11-01 07:00","2010","11","01","07:00"," ","1.8","","-1.5","","79","","29","","13","","24.1","","102.09","","","","","","Mostly Cloudy"
"2010-11-01 08:00","2010","11","01","08:00"," ","2.6","","-1.1","","77","","28","","13","","24.1","","102.18","","","","","","Mostly Cloudy"
"2010-11-01 09:00","2010","11","01","09:00"," ","3.0","","-1.1","","74","","32","","13","","24.1","","102.22","","","","","","Mostly Cloudy"
